temperature,vibration,voltage,current,pressure,rpm,load,power,runtime_hours,maintenance_gap_hours,efficiency,thermal_fluctuation,vibration_instability,machine_type,failure_type,state,is_anomaly,degradation_progress,timestamp
55.09,1.8,397.8,38.28,5.96,3469.0,46.0,15.21,5651.0,283.0,95.8,1.536,0.18,LATHE,none,healthy,0,0.0,2026-04-09 02:48:45
55.38,1.924,397.0,45.84,5.82,3515.0,50.4,18.37,5692.0,171.0,93.8,1.539,0.049,LATHE,none,healthy,0,0.0,2026-04-09 02:50:56
53.13,2.019,400.5,44.14,5.66,3476.0,49.3,17.62,1404.0,17.0,93.3,0.089,0.449,LATHE,none,healthy,0,0.0,2026-04-09 02:52:27
52.71,2.281,401.0,48.83,6.35,3562.0,59.6,19.71,1615.0,213.0,92.9,1.633,0.476,LATHE,none,healthy,0,0.0,2026-04-09 02:54:37
54.11,2.097,399.4,50.0,6.13,3444.0,50.2,20.5,5706.0,38.0,95.0,0.213,0.438,LATHE,none,healthy,0,0.0,2026-04-09 02:56:36
52.46,2.091,396.3,46.2,6.19,3537.0,50.6,18.34,2137.0,202.0,94.3,0.763,0.074,LATHE,none,healthy,0,0.0,2026-04-09 02:58:29
54.5,1.947,400.5,39.47,5.37,3436.0,42.5,15.61,3851.0,417.0,95.5,0.784,0.288,LATHE,none,healthy,0,0.0,2026-04-09 03:00:45
54.94,2.278,400.1,47.72,6.09,3469.0,50.3,19.08,6713.0,416.0,90.4,0.015,0.02,LATHE,none,healthy,0,0.0,2026-04-09 03:02:16
54.83,1.982,402.0,45.59,6.35,3563.0,52.3,18.26,5899.0,52.0,91.2,0.212,0.139,LATHE,none,healthy,0,0.0,2026-04-09 03:04:32
54.13,1.789,400.3,38.81,5.95,3449.0,45.8,15.66,776.0,221.0,91.2,1.161,0.044,LATHE,none,healthy,0,0.0,2026-04-09 03:06:16
52.18,1.882,400.8,43.01,5.98,3583.0,51.9,17.38,2262.0,324.0,90.4,1.631,0.402,LATHE,none,healthy,0,0.0,2026-04-09 03:08:03
55.22,1.872,396.8,47.83,6.19,3473.0,49.5,19.12,5756.0,261.0,95.2,0.041,0.182,LATHE,none,healthy,0,0.0,2026-04-09 03:10:06
54.36,2.014,401.3,40.49,5.41,3479.0,46.6,16.19,6538.0,316.0,92.2,0.36,0.025,LATHE,none,healthy,0,0.0,2026-04-09 03:12:34
54.38,1.96,401.4,38.03,6.11,3452.0,49.2,15.46,1931.0,400.0,92.5,1.669,0.091,LATHE,none,healthy,0,0.0,2026-04-09 03:14:19
52.12,2.324,401.1,44.46,5.88,3450.0,51.6,17.82,4919.0,427.0,91.7,1.781,0.359,LATHE,none,healthy,0,0.0,2026-04-09 03:16:37
52.77,2.302,395.5,47.17,5.92,3575.0,52.8,18.66,4577.0,250.0,92.1,0.179,0.09,LATHE,none,healthy,0,0.0,2026-04-09 03:18:18
51.07,2.336,403.4,43.04,6.4,3497.0,48.6,17.5,583.0,302.0,92.2,1.676,0.157,LATHE,none,healthy,0,0.0,2026-04-09 03:20:54
51.91,1.866,398.3,39.63,5.56,3505.0,44.5,15.69,7982.0,330.0,92.2,0.422,0.058,LATHE,none,healthy,0,0.0,2026-04-09 03:22:33
52.74,2.072,400.5,41.54,6.16,3503.0,50.4,16.58,6215.0,185.0,90.8,1.469,0.089,LATHE,none,healthy,0,0.0,2026-04-09 03:24:35
55.72,2.221,398.9,43.04,6.08,3524.0,51.1,17.27,7541.0,315.0,88.8,1.648,0.122,LATHE,none,healthy,0,0.0,2026-04-09 03:26:46
50.75,1.854,400.0,37.47,5.74,3427.0,43.1,15.04,1250.0,351.0,92.1,0.59,0.124,LATHE,none,healthy,0,0.0,2026-04-09 03:28:13
54.06,2.088,401.4,40.84,6.3,3471.0,50.7,16.55,4814.0,99.0,91.7,2.641,0.059,LATHE,none,healthy,0,0.0,2026-04-09 03:30:46
53.73,1.949,397.7,36.2,5.78,3548.0,44.7,14.24,987.0,11.0,91.0,0.855,0.292,LATHE,none,healthy,0,0.0,2026-04-09 03:32:52
56.11,1.958,404.9,45.27,5.47,3474.0,48.9,18.43,3387.0,269.0,92.5,0.597,0.339,LATHE,none,healthy,0,0.0,2026-04-09 03:34:58
53.08,1.995,401.5,46.36,5.91,3502.0,50.8,18.47,6355.0,243.0,93.0,0.081,0.315,LATHE,none,healthy,0,0.0,2026-04-09 03:36:45
53.82,1.858,395.5,38.45,5.36,3430.0,45.2,15.17,3231.0,465.0,89.7,1.577,0.101,LATHE,none,healthy,0,0.0,2026-04-09 03:38:04
54.26,2.056,400.7,41.75,5.98,3486.0,50.0,16.77,4821.0,124.0,88.1,0.695,0.421,LATHE,none,healthy,0,0.0,2026-04-09 03:40:39
57.73,1.843,397.3,49.04,5.77,3608.0,55.4,19.65,3583.0,409.0,90.8,0.174,0.069,LATHE,none,healthy,0,0.0,2026-04-09 03:42:27
57.96,2.055,400.2,42.29,6.11,3521.0,51.4,17.14,4303.0,239.0,88.2,2.107,0.18,LATHE,none,healthy,0,0.0,2026-04-09 03:44:49
56.6,1.959,396.8,40.27,5.93,3433.0,49.2,15.95,437.0,11.0,93.6,1.5,0.474,LATHE,none,healthy,0,0.0,2026-04-09 03:46:00
50.94,1.878,401.5,37.07,5.87,3558.0,44.5,14.75,577.0,436.0,93.8,0.589,0.343,LATHE,none,healthy,0,0.0,2026-04-09 03:48:50
55.69,2.0,392.3,48.65,5.64,3563.0,54.8,19.07,3203.0,274.0,93.4,0.449,0.082,LATHE,none,healthy,0,0.0,2026-04-09 03:50:53
51.5,2.249,402.2,44.51,5.76,3544.0,52.2,17.99,1535.0,343.0,91.0,1.452,0.075,LATHE,none,healthy,0,0.0,2026-04-09 03:52:30
56.29,2.231,406.5,39.47,5.85,3543.0,46.7,16.23,5708.0,189.0,90.6,0.631,0.477,LATHE,none,healthy,0,0.0,2026-04-09 03:54:53
54.89,2.039,399.3,46.14,5.91,3472.0,52.3,18.36,2230.0,207.0,96.9,0.522,0.248,LATHE,none,healthy,0,0.0,2026-04-09 03:56:20
53.33,2.287,397.1,38.62,6.37,3352.0,45.5,15.33,1149.0,316.0,91.6,0.822,0.278,LATHE,none,healthy,0,0.0,2026-04-09 03:58:48
55.45,2.016,405.1,46.0,5.83,3489.0,50.8,18.51,4544.0,172.0,91.1,2.875,0.045,LATHE,none,healthy,0,0.0,2026-04-09 04:00:21
53.75,1.969,400.2,42.89,5.32,3469.0,47.8,16.99,670.0,326.0,91.2,0.429,0.132,LATHE,none,healthy,0,0.0,2026-04-09 04:02:09
53.09,2.026,398.3,49.26,6.25,3479.0,54.1,19.67,3977.0,480.0,89.5,3.257,0.031,LATHE,none,healthy,0,0.0,2026-04-09 04:04:19
53.46,2.036,403.6,37.88,5.41,3392.0,41.3,15.4,5916.0,166.0,89.3,0.047,0.355,LATHE,none,healthy,0,0.0,2026-04-09 04:06:26
56.62,2.175,402.0,47.35,6.82,3556.0,56.7,19.03,3180.0,295.0,87.7,0.584,0.686,LATHE,none,healthy,0,0.0,2026-04-09 04:08:03
54.88,1.636,398.9,41.23,6.03,3468.0,46.3,16.63,4408.0,189.0,90.2,1.901,0.04,LATHE,none,healthy,0,0.0,2026-04-09 04:10:19
51.55,1.941,402.2,38.66,5.62,3466.0,48.2,15.47,4391.0,410.0,89.9,3.406,0.379,LATHE,none,healthy,0,0.0,2026-04-09 04:12:34
50.81,1.866,402.8,37.46,6.29,3436.0,44.2,15.0,996.0,39.0,94.2,0.411,0.105,LATHE,none,healthy,0,0.0,2026-04-09 04:14:56
54.11,1.69,400.3,45.26,6.55,3498.0,51.4,18.05,4689.0,260.0,92.0,0.339,0.064,LATHE,none,healthy,0,0.0,2026-04-09 04:16:27
55.91,2.054,397.3,42.5,6.5,3437.0,44.5,16.9,4558.0,483.0,94.4,0.111,0.009,LATHE,none,healthy,0,0.0,2026-04-09 04:18:17
54.86,1.947,396.3,42.05,6.06,3475.0,49.9,16.71,3791.0,367.0,91.0,0.668,0.352,LATHE,none,healthy,0,0.0,2026-04-09 04:20:10
51.53,2.087,401.4,46.16,5.9,3583.0,53.6,18.37,6530.0,336.0,90.6,0.356,0.021,LATHE,none,healthy,0,0.0,2026-04-09 04:22:16
54.58,2.136,399.2,41.89,6.04,3430.0,44.1,16.73,5260.0,52.0,89.7,0.936,0.208,LATHE,none,healthy,0,0.0,2026-04-09 04:24:36
58.98,2.133,402.7,39.41,6.08,3551.0,51.0,15.7,2852.0,39.0,93.7,2.303,0.061,LATHE,none,healthy,0,0.0,2026-04-09 04:26:08
53.46,1.992,400.7,44.99,6.15,3569.0,53.0,18.07,2143.0,187.0,91.3,0.584,0.174,LATHE,none,healthy,0,0.0,2026-04-09 04:28:00
56.28,2.116,405.1,41.34,5.95,3563.0,49.2,16.58,3950.0,388.0,96.0,0.377,0.199,LATHE,none,healthy,0,0.0,2026-04-09 04:30:10
52.86,1.975,397.8,46.85,6.29,3462.0,53.4,18.6,5424.0,132.0,86.9,1.903,0.265,LATHE,none,healthy,0,0.0,2026-04-09 04:32:31
51.69,1.928,401.1,42.53,5.95,3442.0,50.4,16.87,7112.0,449.0,92.2,0.509,0.219,LATHE,none,healthy,0,0.0,2026-04-09 04:34:37
54.26,1.85,400.1,39.86,5.87,3410.0,45.2,15.8,7135.0,352.0,94.3,1.057,0.078,LATHE,none,healthy,0,0.0,2026-04-09 04:36:50
53.24,2.121,397.3,39.92,5.72,3552.0,49.4,15.99,2981.0,226.0,90.1,3.664,0.768,LATHE,none,healthy,0,0.0,2026-04-09 04:38:45
51.47,1.758,402.5,36.22,5.8,3474.0,47.5,14.56,483.0,227.0,88.0,0.25,0.423,LATHE,none,healthy,0,0.0,2026-04-09 04:40:09
55.79,1.884,398.7,50.0,6.35,3571.0,51.4,20.35,4843.0,289.0,92.8,2.276,0.315,LATHE,none,healthy,0,0.0,2026-04-09 04:42:53
53.48,2.478,399.5,48.91,6.3,3629.0,54.9,19.52,4117.0,70.0,93.3,2.916,0.053,LATHE,none,healthy,0,0.0,2026-04-09 04:44:39
52.55,1.906,404.8,39.05,5.52,3389.0,47.6,15.89,794.0,315.0,90.9,0.108,0.075,LATHE,none,healthy,0,0.0,2026-04-09 04:46:15
56.87,2.164,399.1,50.0,5.87,3628.0,58.3,21.97,3309.0,92.0,92.8,1.082,0.153,LATHE,none,healthy,0,0.0,2026-04-09 04:48:06
53.73,2.01,395.8,48.24,5.94,3552.0,49.8,19.08,6953.0,124.0,93.8,1.584,0.129,LATHE,none,healthy,0,0.0,2026-04-09 04:50:04
52.28,1.913,402.9,44.33,5.81,3520.0,51.3,18.01,1000.0,255.0,95.4,3.415,0.222,LATHE,none,healthy,0,0.0,2026-04-09 04:52:24
55.59,1.848,402.9,41.63,5.88,3550.0,52.7,16.67,7333.0,347.0,91.4,1.642,0.17,LATHE,none,healthy,0,0.0,2026-04-09 04:54:40
54.45,1.911,401.0,50.0,6.0,3577.0,55.3,21.17,1690.0,334.0,90.0,1.268,0.035,LATHE,none,healthy,0,0.0,2026-04-09 04:56:12
57.25,2.229,398.5,49.99,6.45,3544.0,56.9,19.85,2971.0,79.0,93.2,0.881,0.474,LATHE,none,healthy,0,0.0,2026-04-09 04:58:08
55.54,2.038,398.0,48.96,5.94,3441.0,50.8,19.41,4270.0,269.0,90.9,0.215,0.239,LATHE,none,healthy,0,0.0,2026-04-09 05:00:04
52.27,1.937,394.4,50.0,6.61,3567.0,52.3,20.16,179.0,328.0,96.2,0.451,0.433,LATHE,none,healthy,0,0.0,2026-04-09 05:02:13
53.46,1.968,403.2,38.03,5.79,3418.0,45.7,15.25,4305.0,487.0,92.7,0.303,0.661,LATHE,none,healthy,0,0.0,2026-04-09 05:04:18
55.27,2.26,400.7,47.06,6.13,3485.0,54.2,18.76,3997.0,186.0,93.2,1.189,0.108,LATHE,none,healthy,0,0.0,2026-04-09 05:06:21
54.79,1.986,399.1,45.42,6.3,3499.0,51.3,18.15,4520.0,342.0,97.0,4.211,0.126,LATHE,none,healthy,0,0.0,2026-04-09 05:08:39
54.36,2.103,397.3,41.35,6.02,3340.0,44.9,16.24,5457.0,24.0,92.6,1.519,0.268,LATHE,none,healthy,0,0.0,2026-04-09 05:10:37
53.09,2.28,396.7,42.52,5.92,3454.0,45.9,16.83,4615.0,272.0,94.5,0.439,0.155,LATHE,none,healthy,0,0.0,2026-04-09 05:12:03
57.41,2.034,397.4,36.95,5.77,3379.0,44.3,14.63,4287.0,214.0,89.4,0.839,0.042,LATHE,none,healthy,0,0.0,2026-04-09 05:14:19
50.0,2.18,394.8,50.0,6.04,3472.0,53.2,20.72,6850.0,416.0,91.3,1.928,0.384,LATHE,none,healthy,0,0.0,2026-04-09 05:16:51
54.06,2.233,397.9,44.42,6.05,3508.0,49.3,17.72,5030.0,189.0,88.6,0.441,0.147,LATHE,none,healthy,0,0.0,2026-04-09 05:18:24
52.21,1.732,400.8,45.0,5.91,3448.0,51.1,17.99,2867.0,274.0,88.4,0.12,0.182,LATHE,none,healthy,0,0.0,2026-04-09 05:20:36
55.78,2.02,399.7,38.19,5.9,3391.0,44.3,15.23,3662.0,336.0,92.0,1.184,0.027,LATHE,none,healthy,0,0.0,2026-04-09 05:22:35
54.36,2.237,398.4,46.22,5.76,3537.0,53.6,18.51,5796.0,38.0,91.5,0.665,0.218,LATHE,none,healthy,0,0.0,2026-04-09 05:24:19
52.29,1.972,405.0,46.01,5.98,3630.0,54.3,18.64,6451.0,251.0,93.6,0.325,0.136,LATHE,none,healthy,0,0.0,2026-04-09 05:26:40
55.44,1.945,396.7,38.0,5.48,3455.0,43.8,15.15,3370.0,13.0,89.3,1.556,0.236,LATHE,none,healthy,0,0.0,2026-04-09 05:28:00
53.57,1.911,400.7,41.87,6.76,3522.0,53.5,16.81,4642.0,99.0,91.6,0.575,0.101,LATHE,none,healthy,0,0.0,2026-04-09 05:30:23
52.81,2.149,397.4,43.43,6.24,3449.0,52.8,17.35,7866.0,341.0,89.1,1.891,0.163,LATHE,none,healthy,0,0.0,2026-04-09 05:32:31
52.62,1.858,398.1,40.75,5.95,3482.0,46.2,16.35,185.0,253.0,93.0,0.145,0.317,LATHE,none,healthy,0,0.0,2026-04-09 05:34:38
51.74,2.275,397.6,47.55,5.52,3469.0,53.5,18.95,2182.0,259.0,91.8,0.289,0.163,LATHE,none,healthy,0,0.0,2026-04-09 05:36:34
60.0,2.024,397.1,50.0,6.03,3552.0,55.0,19.85,5742.0,243.0,90.8,0.842,0.008,LATHE,none,healthy,0,0.0,2026-04-09 05:38:12
57.0,2.043,402.1,44.98,6.22,3445.0,52.2,18.08,1595.0,288.0,89.8,0.125,0.6,LATHE,none,healthy,0,0.0,2026-04-09 05:40:28
54.91,1.997,400.4,42.93,6.15,3488.0,48.9,17.22,4347.0,116.0,90.6,1.677,0.195,LATHE,none,healthy,0,0.0,2026-04-09 05:42:59
50.3,2.009,402.9,43.95,5.38,3545.0,47.2,17.81,6801.0,82.0,89.3,0.892,0.107,LATHE,none,healthy,0,0.0,2026-04-09 05:44:09
54.19,2.23,399.5,45.72,6.46,3590.0,51.0,18.23,1215.0,407.0,89.6,2.209,0.159,LATHE,none,healthy,0,0.0,2026-04-09 05:46:42
55.77,1.843,403.1,43.8,5.78,3426.0,49.6,17.77,7284.0,60.0,93.3,2.035,0.312,LATHE,none,healthy,0,0.0,2026-04-09 05:48:29
54.21,2.006,399.8,48.42,6.2,3492.0,53.6,19.31,6488.0,358.0,90.0,1.614,0.233,LATHE,none,healthy,0,0.0,2026-04-09 05:50:09
53.65,2.158,396.8,41.71,5.92,3473.0,49.1,16.49,1956.0,167.0,94.0,0.963,0.505,LATHE,none,healthy,0,0.0,2026-04-09 05:52:34
55.66,1.98,395.0,44.92,5.97,3585.0,50.1,17.48,7311.0,160.0,94.9,1.028,0.2,LATHE,none,healthy,0,0.0,2026-04-09 05:54:32
54.74,1.705,402.3,44.94,5.74,3310.0,50.2,17.85,3416.0,253.0,91.2,0.322,0.195,LATHE,none,healthy,0,0.0,2026-04-09 05:56:16
55.44,2.192,399.1,47.07,6.19,3448.0,51.5,19.0,487.0,65.0,91.4,2.443,0.329,LATHE,none,healthy,0,0.0,2026-04-09 05:58:31
50.34,2.141,397.2,35.93,5.79,3405.0,43.2,14.21,4679.0,171.0,90.9,0.915,0.011,LATHE,none,healthy,0,0.0,2026-04-09 06:00:22
55.69,2.285,402.0,39.78,5.98,3487.0,48.1,16.13,3549.0,318.0,89.6,1.671,0.286,LATHE,none,healthy,0,0.0,2026-04-09 06:02:48
52.66,2.199,401.4,43.11,6.42,3521.0,51.1,17.35,3735.0,371.0,92.6,0.528,0.467,LATHE,none,healthy,0,0.0,2026-04-09 06:04:13
54.36,2.216,399.4,44.43,6.15,3425.0,48.7,17.82,2027.0,108.0,88.3,0.987,0.581,LATHE,none,healthy,0,0.0,2026-04-09 06:06:12
57.51,2.22,396.0,48.46,5.91,3410.0,56.0,19.2,1262.0,93.0,90.5,0.09,0.044,LATHE,none,healthy,0,0.0,2026-04-09 06:08:00
52.89,1.732,398.1,39.26,5.87,3434.0,42.7,15.74,5319.0,294.0,95.4,1.191,0.126,LATHE,none,healthy,0,0.0,2026-04-09 06:10:12
53.68,2.135,397.5,46.42,6.12,3444.0,53.8,18.23,2626.0,195.0,91.4,0.672,0.137,LATHE,none,healthy,0,0.0,2026-04-09 06:12:38
55.27,2.109,400.7,41.5,5.48,3596.0,47.0,16.46,1043.0,267.0,91.2,0.812,0.497,LATHE,none,healthy,0,0.0,2026-04-09 06:14:47
52.73,2.067,397.6,41.96,6.2,3485.0,51.5,16.61,2882.0,38.0,92.4,0.747,0.113,LATHE,none,healthy,0,0.0,2026-04-09 06:16:07
54.18,2.359,399.2,42.51,6.78,3471.0,49.1,16.83,4735.0,206.0,92.6,0.768,0.206,LATHE,none,healthy,0,0.0,2026-04-09 06:18:44
55.17,1.989,393.5,49.54,5.96,3565.0,49.6,19.53,2320.0,231.0,93.7,1.446,0.127,LATHE,none,healthy,0,0.0,2026-04-09 06:20:07
56.3,2.002,400.9,46.51,6.34,3530.0,52.9,18.72,3221.0,463.0,92.1,0.748,0.2,LATHE,none,healthy,0,0.0,2026-04-09 06:22:41
53.66,2.052,402.4,36.34,6.2,3432.0,46.2,14.84,5589.0,269.0,91.0,1.123,0.182,LATHE,none,healthy,0,0.0,2026-04-09 06:24:09
56.93,2.01,396.1,49.38,6.46,3659.0,55.9,19.48,3195.0,152.0,92.8,0.221,0.185,LATHE,none,healthy,0,0.0,2026-04-09 06:26:05
55.23,2.04,397.4,41.91,5.77,3457.0,46.3,16.55,5987.0,173.0,92.7,0.371,0.136,LATHE,none,healthy,0,0.0,2026-04-09 06:28:11
51.92,1.981,397.8,42.12,5.22,3526.0,47.2,16.65,2890.0,368.0,92.8,1.923,0.127,LATHE,none,healthy,0,0.0,2026-04-09 06:30:12
52.35,2.056,400.5,34.57,5.75,3445.0,41.1,13.98,3850.0,164.0,94.4,0.215,0.393,LATHE,none,healthy,0,0.0,2026-04-09 06:32:14
57.62,1.96,396.0,42.54,6.17,3586.0,52.8,16.91,4498.0,206.0,94.2,0.385,0.349,LATHE,none,healthy,0,0.0,2026-04-09 06:34:27
56.29,1.812,400.5,41.17,5.36,3548.0,47.7,16.52,5902.0,119.0,90.8,1.529,0.146,LATHE,none,healthy,0,0.0,2026-04-09 06:36:25
52.42,2.081,397.4,40.1,6.34,3555.0,46.7,16.16,7317.0,391.0,90.1,0.429,0.507,LATHE,none,healthy,0,0.0,2026-04-09 06:38:55
56.7,2.196,399.3,45.5,6.4,3577.0,52.6,18.35,5941.0,375.0,90.5,1.469,0.128,LATHE,none,healthy,0,0.0,2026-04-09 06:40:04
53.48,1.878,400.9,44.98,6.29,3574.0,57.4,17.89,6106.0,75.0,92.0,1.524,0.724,LATHE,none,healthy,0,0.0,2026-04-09 06:42:53
52.16,1.956,399.1,41.15,6.0,3424.0,44.0,16.45,7058.0,23.0,91.7,1.282,0.051,LATHE,none,healthy,0,0.0,2026-04-09 06:44:19
53.06,2.055,400.2,41.37,5.99,3534.0,50.1,16.68,6320.0,159.0,90.7,1.15,0.247,LATHE,none,healthy,0,0.0,2026-04-09 06:46:43
52.68,2.185,398.8,47.09,6.3,3501.0,50.6,18.78,4852.0,369.0,92.3,0.563,0.38,LATHE,none,healthy,0,0.0,2026-04-09 06:48:58
50.29,1.918,396.9,43.33,5.59,3466.0,46.7,17.12,2769.0,285.0,91.2,1.616,0.011,LATHE,none,healthy,0,0.0,2026-04-09 06:50:44
55.3,2.168,398.7,49.65,6.03,3658.0,59.8,19.73,2001.0,239.0,93.2,1.852,0.238,LATHE,none,healthy,0,0.0,2026-04-09 06:52:56
54.27,2.213,403.0,46.38,6.12,3502.0,52.8,18.82,6790.0,363.0,90.4,2.345,0.025,LATHE,none,healthy,0,0.0,2026-04-09 06:54:12
50.19,1.997,405.4,40.24,5.74,3529.0,47.4,16.17,885.0,30.0,93.0,0.684,0.021,LATHE,none,healthy,0,0.0,2026-04-09 06:56:54
54.67,1.926,401.0,44.64,6.13,3483.0,48.1,17.94,243.0,462.0,91.0,2.288,0.164,LATHE,none,healthy,0,0.0,2026-04-09 06:58:09
52.49,2.197,401.1,45.23,6.25,3574.0,48.1,18.04,7795.0,440.0,91.4,0.243,0.406,LATHE,none,healthy,0,0.0,2026-04-09 07:00:19
55.5,1.86,393.9,41.99,5.64,3488.0,45.9,16.46,2417.0,326.0,89.4,0.257,0.533,LATHE,none,healthy,0,0.0,2026-04-09 07:02:48
54.41,2.205,396.4,48.44,6.29,3628.0,57.3,19.12,2351.0,411.0,93.9,0.704,0.462,LATHE,none,healthy,0,0.0,2026-04-09 07:04:02
50.46,2.487,401.0,44.05,6.48,3569.0,53.6,17.69,6283.0,487.0,91.1,2.647,0.283,LATHE,none,healthy,0,0.0,2026-04-09 07:06:54
55.14,2.07,398.4,43.11,6.13,3499.0,48.4,17.17,3717.0,305.0,93.3,1.68,0.174,LATHE,none,healthy,0,0.0,2026-04-09 07:08:42
56.25,2.138,397.1,50.0,6.2,3623.0,57.0,19.88,2063.0,216.0,91.2,1.65,0.038,LATHE,none,healthy,0,0.0,2026-04-09 07:10:21
56.4,2.023,400.2,36.27,5.91,3537.0,44.2,14.59,7530.0,237.0,94.5,0.474,0.019,LATHE,none,healthy,0,0.0,2026-04-09 07:12:44
55.81,1.91,402.8,35.62,5.85,3420.0,42.4,14.16,3423.0,435.0,93.0,0.823,0.11,LATHE,none,healthy,0,0.0,2026-04-09 07:14:05
50.57,2.039,401.5,41.09,6.17,3588.0,52.7,16.47,480.0,241.0,93.2,0.28,0.332,LATHE,none,healthy,0,0.0,2026-04-09 07:16:03
56.57,1.974,400.9,46.53,5.93,3498.0,50.4,18.42,371.0,19.0,93.2,0.262,0.179,LATHE,none,healthy,0,0.0,2026-04-09 07:18:45
53.85,2.189,402.7,36.21,5.81,3364.0,43.1,14.74,7558.0,416.0,92.8,1.288,0.506,LATHE,none,healthy,0,0.0,2026-04-09 07:20:58
54.84,2.169,400.7,47.27,5.51,3493.0,51.5,18.72,742.0,104.0,91.0,2.481,0.144,LATHE,none,healthy,0,0.0,2026-04-09 07:22:29
55.75,2.011,402.9,40.66,5.68,3489.0,47.6,16.29,5824.0,92.0,91.7,0.171,0.609,LATHE,none,healthy,0,0.0,2026-04-09 07:24:15
53.44,2.014,405.7,40.8,6.47,3501.0,47.6,16.6,2154.0,291.0,88.4,1.536,0.292,LATHE,none,healthy,0,0.0,2026-04-09 07:26:13
53.82,2.203,405.8,42.85,5.98,3555.0,51.7,17.41,7311.0,406.0,92.3,0.72,0.68,LATHE,none,healthy,0,0.0,2026-04-09 07:28:17
53.07,1.926,399.6,43.44,5.61,3447.0,50.8,17.36,7771.0,66.0,93.2,2.454,0.084,LATHE,none,healthy,0,0.0,2026-04-09 07:30:44
53.64,2.091,399.3,46.19,5.95,3478.0,49.4,18.32,690.0,346.0,89.4,0.194,0.072,LATHE,none,healthy,0,0.0,2026-04-09 07:32:43
57.75,1.992,401.3,37.22,5.33,3428.0,44.7,15.14,4084.0,69.0,93.7,2.265,0.099,LATHE,none,healthy,0,0.0,2026-04-09 07:34:26
54.54,1.871,397.9,48.89,5.78,3559.0,55.5,19.46,5605.0,196.0,92.5,0.347,0.215,LATHE,none,healthy,0,0.0,2026-04-09 07:36:05
54.97,1.951,400.3,42.98,6.1,3548.0,53.7,17.22,4347.0,137.0,92.3,0.976,0.073,LATHE,none,healthy,0,0.0,2026-04-09 07:38:05
53.49,2.139,403.4,46.74,6.3,3555.0,54.8,18.94,6996.0,394.0,91.8,0.776,0.568,LATHE,none,healthy,0,0.0,2026-04-09 07:40:27
52.21,2.3,396.1,44.91,5.87,3478.0,53.0,17.81,1850.0,16.0,90.3,0.617,0.247,LATHE,none,healthy,0,0.0,2026-04-09 07:42:16
52.07,2.138,394.2,47.7,6.38,3460.0,51.4,18.82,1273.0,88.0,93.5,0.273,0.298,LATHE,none,healthy,0,0.0,2026-04-09 07:44:44
56.22,1.896,400.0,42.62,5.77,3508.0,48.2,17.07,3332.0,284.0,89.8,1.997,0.401,LATHE,none,healthy,0,0.0,2026-04-09 07:46:58
55.66,2.208,399.2,50.0,6.22,3447.0,55.1,20.73,6380.0,370.0,90.4,1.096,0.118,LATHE,none,healthy,0,0.0,2026-04-09 07:48:07
58.58,1.869,399.6,45.84,6.69,3532.0,53.4,18.42,6156.0,416.0,92.2,1.419,0.072,LATHE,none,healthy,0,0.0,2026-04-09 07:50:43
54.3,2.156,403.5,41.62,5.93,3425.0,48.5,16.57,1003.0,474.0,92.3,0.233,0.116,LATHE,none,healthy,0,0.0,2026-04-09 07:52:21
54.89,1.883,406.0,50.0,6.19,3480.0,53.0,20.5,1510.0,426.0,90.8,0.86,0.105,LATHE,none,healthy,0,0.0,2026-04-09 07:54:55
57.53,1.586,394.8,44.87,6.61,3466.0,51.1,17.81,264.0,402.0,93.8,1.799,0.275,LATHE,none,healthy,0,0.0,2026-04-09 07:56:36
52.56,1.89,398.5,42.45,6.13,3502.0,54.7,16.95,2626.0,346.0,94.7,0.642,0.24,LATHE,none,healthy,0,0.0,2026-04-09 07:58:02
61.96,1.267,402.3,50.0,6.74,0.0,61.2,21.57,134.0,471.0,91.3,1.535,0.303,WELD_CELL,none,healthy,0,0.0,2026-04-09 08:00:11
61.06,1.733,396.7,50.0,6.23,3.0,63.7,20.52,1884.0,168.0,92.1,0.558,0.011,WELD_CELL,none,healthy,0,0.0,2026-04-09 08:02:48
60.34,1.87,391.6,50.0,6.19,25.0,67.6,24.15,1506.0,461.0,92.7,1.35,0.204,WELD_CELL,none,healthy,0,0.0,2026-04-09 08:04:31
58.94,1.944,392.2,50.0,6.22,17.0,73.7,25.12,7575.0,84.0,87.9,0.516,0.319,WELD_CELL,none,healthy,0,0.0,2026-04-09 08:06:14
62.5,1.81,396.2,50.0,6.19,12.0,65.5,23.33,887.0,189.0,91.8,0.446,0.658,WELD_CELL,none,healthy,0,0.0,2026-04-09 08:08:44
59.57,1.654,403.2,50.0,6.89,26.0,63.3,21.68,1651.0,113.0,92.5,0.555,0.255,WELD_CELL,none,healthy,0,0.0,2026-04-09 08:10:38
58.19,1.859,396.6,50.0,6.86,0.0,80.8,27.95,1774.0,52.0,92.7,2.602,0.363,WELD_CELL,none,healthy,0,0.0,2026-04-09 08:12:37
62.39,1.895,399.4,50.0,6.26,0.0,70.0,25.02,5157.0,252.0,91.7,0.783,0.001,WELD_CELL,none,healthy,0,0.0,2026-04-09 08:14:55
60.65,1.498,406.1,50.0,6.45,0.0,67.1,25.48,3397.0,372.0,89.2,0.895,0.552,WELD_CELL,none,healthy,0,0.0,2026-04-09 08:16:44
